Unnamed: 0,name,original_style,brewery,abv,ave rating,min ibu,max ibu,astringency,body,alcohol,bitter,sweet,sour,salty,fruits,hoppy,spices,malty,state,country,retired,style,milk,old,dark,wild,pale,red,imperial
1043,Carolina Strawberry,Ale Cream - American,Foothills Brewing Company - Downtown Brewpub,4.3,3.35,10,22,20,39,2,4,39,27,0,54,7,1,26,NC,US,f,Ale,0,0,0,0,0,0,0
1045,Cosmic Cream Ale,Ale Cream - American,Cameron's Brewing Co.,5.0,3.27,10,22,11,63,10,28,58,29,2,27,37,14,74,ON,CA,f,Ale,0,0,0,0,0,0,0
1046,Canyon Cream Ale,Ale Cream - American,Crow Peak Brewing,5.0,3.18,10,22,15,65,4,17,56,16,2,13,23,1,71,SD,US,f,Ale,0,0,0,0,0,0,0
1047,Cream Ale,Ale Cream - American,Empire Brewing Company - Brewpub,5.8,3.64,10,22,17,86,4,30,27,12,3,12,32,2,58,NY,US,f,Ale,0,0,0,0,0,0,0
1048,Kitsilano Maple Cream Ale,Ale Cream - American,Granville Island Brewery,5.0,3.35,10,22,9,61,3,24,141,10,0,7,26,5,137,BC,CA,f,Ale,0,0,0,0,0,0,0
1049,Strawberry Whale Cake,Ale Cream - American,Burlington Beer Co.,5.5,3.72,10,22,10,42,1,6,51,30,1,71,13,3,43,VT,US,f,Ale,0,0,0,0,0,0,0
1051,Maudite,Dubbel - Belgian,Unibroue,8.0,4.22,15,30,12,29,16,10,56,23,0,46,12,27,59,QC,CA,f,Dubbel,0,0,0,0,0,0,0
1052,Abbey Ale,Dubbel - Belgian,Brewery Ommegang,8.2,4.19,15,30,12,38,25,13,90,26,0,73,15,28,73,NY,US,f,Dubbel,0,0,0,0,0,0,0
1053,Westmalle Trappist Dubbel,Dubbel - Belgian,Brouwerij Westmalle,7.0,4.2,15,30,24,47,39,23,113,49,0,89,33,31,92,,BE,f,Dubbel,0,0,0,0,0,0,0
1054,Trappistes Rochefort 6,Dubbel - Belgian,Brasserie de Rochefort,7.5,4.17,15,30,15,50,17,25,114,36,0,83,32,24,82,,BE,f,Dubbel,0,0,0,0,0,0,0
1055,Prior 8,Dubbel - Belgian,Brouwerij St. Bernardus NV,8.0,4.17,15,30,16,33,14,27,96,30,1,75,15,17,84,,BE,f,Dubbel,0,0,0,0,0,0,0
1058,Père Jacques,Dubbel - Belgian,Goose Island Beer Co.,8.7,3.94,15,30,8,44,18,22,106,20,0,67,13,15,79,IL,US,f,Dubbel,0,0,0,0,0,0,0
1059,Dubbel Ale,Dubbel - Belgian,Allagash Brewing Company,7.0,3.83,15,30,17,31,6,11,80,35,1,48,17,23,66,ME,US,f,Dubbel,0,0,0,0,0,0,0
1060,Pater 6,Dubbel - Belgian,Brouwerij St. Bernardus NV,6.7,4.1,15,30,20,46,23,15,84,30,1,62,7,22,64,,BE,f,Dubbel,0,0,0,0,0,0,0
1061,Maredsous 8 - Brune,Dubbel - Belgian,Brouwerij Duvel Moortgat NV,8.0,4.05,15,30,7,51,26,17,82,27,0,49,9,22,74,,BE,f,Dubbel,0,0,0,0,0,0,0
1062,Hell Hath No Fury Ale,Dubbel - Belgian,Bell's Brewery - Eccentric Café & General Store,7.5,3.82,15,30,10,81,17,38,127,51,0,87,14,25,85,MI,US,f,Dubbel,0,0,0,0,0,0,0
1063,Corsendonk Pater / Abbey Brown Ale,Dubbel - Belgian,Brouwerij Corsendonk,7.5,4.04,15,30,23,40,15,31,107,43,0,67,22,20,102,,BE,f,Dubbel,0,0,0,0,0,0,0
1064,Grimbergen Dubbel,Dubbel - Belgian,Brouwerij Alken-Maes,6.5,3.83,15,30,9,42,11,20,100,31,0,52,16,10,66,,BE,f,Dubbel,0,0,0,0,0,0,0
1065,Single Digit Dubbel Belgian-Style Dubbel Ale,Dubbel - Belgian,Smuttynose Brewing Company,8.3,3.7,15,30,8,59,20,39,117,31,0,74,44,19,86,NH,US,f,Dubbel,0,0,0,0,0,0,0
1066,La Trappe Dubbel (Koningshoeven / Dominus),Dubbel - Belgian,Bierbrouwerij De Koningshoeven B.V.,7.0,3.95,15,30,6,52,18,17,120,30,0,70,21,27,83,,NL,f,Dubbel,0,0,0,0,0,0,0
1067,Trappist Achel 8° Bruin,Dubbel - Belgian,Brouwerij der St. Benedictusabdij de Achelse,8.0,4.14,15,30,17,36,29,20,97,44,0,70,19,24,53,,BE,f,Dubbel,0,0,0,0,0,0,0
1069,Abbey Dubbel,Dubbel - Belgian,Flying Fish Brewing Company,7.2,3.59,15,30,5,41,13,20,95,14,0,49,13,18,65,NJ,US,f,Dubbel,0,0,0,0,0,0,0
1070,Bornem Double,Dubbel - Belgian,Brouwerij Van Steenberge N.V.,8.0,3.75,15,30,10,44,15,19,100,25,0,56,15,22,72,,BE,f,Dubbel,0,0,0,0,0,0,0
1071,Affligem Dubbel,Dubbel - Belgian,Brouwerij De Smedt / Brouwerij Affligem,6.8,3.83,15,30,9,30,12,17,60,29,0,38,14,17,39,,BE,f,Dubbel,0,0,0,0,0,0,0
1072,Abbey Ale,Dubbel - Belgian,Abita Brewing Co.,8.0,3.69,15,30,4,39,12,12,82,43,0,54,16,39,78,LA,US,f,Dubbel,0,0,0,0,0,0,0
1074,Brother David'S Belgian-Style Double Ale,Dubbel - Belgian,Anderson Valley Brewing Company,9.0,3.67,15,30,11,58,43,33,145,50,1,90,42,40,104,CA,US,f,Dubbel,0,0,0,0,0,0,0
1075,Petrus Dubbel Bruin Ale,Dubbel - Belgian,De Brabandere,6.5,3.67,15,30,8,59,16,21,102,32,1,72,13,11,66,,BE,f,Dubbel,0,0,0,0,0,0,0
1076,Benno,Dubbel - Belgian,Stift Engelszell,6.9,3.77,15,30,13,45,24,18,111,43,0,61,27,21,77,,AT,f,Dubbel,0,0,0,0,0,0,0
1077,Jovial,Dubbel - Belgian,Tröegs Brewing Company,7.0,3.84,15,30,22,58,25,25,131,41,0,110,16,30,73,PA,US,f,Dubbel,0,0,0,0,0,0,0
1078,Brune,Dubbel - Belgian,Brasserie de l'Abbaye du Val-Dieu,8.0,4.05,15,30,9,48,28,26,109,38,0,47,20,16,80,,BE,f,Dubbel,0,0,0,0,0,0,0
1079,St. Feuillien Brune,Dubbel - Belgian,Brasserie St. Feuillien,8.5,3.81,15,30,10,57,32,22,124,41,2,73,21,18,85,,BE,f,Dubbel,0,0,0,0,0,0,0
1080,Siamese Twin Ale,Dubbel - Belgian,Uncommon Brewers,8.5,3.64,15,30,8,40,31,6,108,79,0,104,29,34,67,CA,US,f,Dubbel,0,0,0,0,0,0,0
1081,Benediction,Dubbel - Belgian,Russian River Brewing Company,6.75,3.86,15,30,11,47,10,27,79,23,0,36,32,27,58,CA,US,f,Dubbel,0,0,0,0,0,0,0
1083,St. Sebastiaan Dark,Dubbel - Belgian,Brouwerij Sterkens N.V.,6.9,3.89,15,30,13,53,24,16,108,38,1,82,28,16,82,,BE,f,Dubbel,0,0,0,0,0,0,0
1084,Brugse Zot Dubbel,Dubbel - Belgian,Huisbrouwerij De Halve Maan,7.5,3.8,15,30,14,39,15,28,108,42,0,58,33,21,79,,BE,f,Dubbel,0,0,0,0,0,0,0
1085,Ovila Abbey Barrel Aged Dubbel,Dubbel - Belgian,Sierra Nevada Brewing Co.,8.5,4.08,15,30,22,42,60,17,99,36,0,56,15,26,91,CA,US,f,Dubbel,0,0,0,0,0,0,0
1086,Solitude,Dubbel - Belgian,Brewery Vivant,6.0,3.65,15,30,14,46,26,18,129,72,0,96,24,21,74,MI,US,f,Dubbel,0,0,0,0,0,0,0
1087,Big Bison Ale,Dubbel - Belgian,Crown Valley Brewing & Distilling Co.,6.9,3.73,15,30,13,48,25,18,97,29,0,53,20,9,76,MO,US,f,Dubbel,0,0,0,0,0,0,0
1088,St. Vincent'S Dubbel,Dubbel - Belgian,Captain Lawrence Brewing Co.,8.0,3.86,15,30,20,65,32,13,95,66,0,67,25,30,97,NY,US,f,Dubbel,0,0,0,0,0,0,0
1089,Brother Joseph'S Belgian Dubbel,Dubbel - Belgian,Straight To Ale,8.0,3.77,15,30,10,29,14,17,96,25,0,63,24,21,66,AL,US,f,Dubbel,0,0,0,0,0,0,0
1090,Grimbergen Double-Ambree,Dubbel - Belgian,Brouwerij Alken-Maes,6.5,3.75,15,30,8,31,15,30,102,42,0,67,26,20,80,,BE,f,Dubbel,0,0,0,0,0,0,0
1091,Dark Abby,Dubbel - Belgian,Devils Backbone Brewing Company,7.5,3.64,15,30,12,32,31,16,103,35,0,76,19,28,58,VA,US,f,Dubbel,0,0,0,0,0,0,0
1092,St Martin Brune,Dubbel - Belgian,Brasserie De Brunehaut,8.0,3.67,15,30,11,50,26,20,105,41,0,64,25,24,81,,BE,f,Dubbel,0,0,0,0,0,0,0
1093,Dominus Vobiscum Double,Dubbel - Belgian,Microbrasserie Charlevoix,8.0,3.96,15,30,22,49,39,27,119,34,0,62,30,37,73,QC,CA,f,Dubbel,0,0,0,0,0,0,0
1094,Evil 8° Belgian-Style Dubbel Ale,Dubbel - Belgian,Blue Mountain Brewery,7.7,3.8,15,30,5,54,24,23,136,37,1,70,20,49,68,VA,US,f,Dubbel,0,0,0,0,0,0,0
1095,Horny Monk,Dubbel - Belgian,Petoskey Brewing Company,6.9,3.55,15,30,11,59,11,13,104,30,0,43,18,15,77,MI,US,f,Dubbel,0,0,0,0,0,0,0
1096,Sterkens Dubbel Ale,Dubbel - Belgian,Brouwerij Sterkens N.V.,6.9,3.74,15,30,8,55,31,16,133,36,0,81,32,22,80,,BE,f,Dubbel,0,0,0,0,0,0,0
1097,Double Barrel Dubbel,Dubbel - Belgian,Brewery Ommegang,9.9,4.21,15,30,12,54,90,26,134,38,0,71,14,74,133,NY,US,f,Dubbel,0,0,0,0,0,0,0
1098,Natte,Dubbel - Belgian,Brouwerij 't IJ,6.5,3.62,15,30,16,40,16,29,70,45,0,52,39,29,71,,NL,f,Dubbel,0,0,0,0,0,0,0
1099,Green'S Endeavour Dubbel Dark Ale,Dubbel - Belgian,Green's Gluten Free Beers,7.0,2.97,15,30,13,42,13,13,120,55,0,76,27,16,64,GB2,GB,f,Dubbel,0,0,0,0,0,0,0
1100,Oro De Calabaza,Bière de Garde - Farmhouse Ale,Jolly Pumpkin Artisan Ales,8.0,4.14,20,30,25,31,12,9,55,143,0,101,20,35,15,MI,US,f,Bière de Garde,0,0,0,0,0,0,0
1101,Domaine Dupage French Style Country Ale,Bière de Garde - Farmhouse Ale,Two Brothers Brewing Company,6.2,3.83,20,30,13,34,7,29,53,17,0,18,47,12,69,IL,US,f,Bière de Garde,0,0,0,0,0,0,0
1103,Gift Of The Magi,Bière de Garde - Farmhouse Ale,The Lost Abbey,12.0,3.84,20,30,21,32,57,39,77,63,3,60,61,25,50,CA,US,f,Bière de Garde,0,0,0,0,0,0,0
1104,Avant Garde,Bière de Garde - Farmhouse Ale,The Lost Abbey,7.0,3.81,20,30,25,37,22,28,68,73,3,66,49,27,69,CA,US,f,Bière de Garde,0,0,0,0,0,0,0
1105,"Fuego Del Otono, Autumn Fire",Bière de Garde - Farmhouse Ale,Jolly Pumpkin Artisan Ales,6.1,4.07,20,30,19,30,4,7,45,131,0,68,11,25,27,MI,US,f,Bière de Garde,0,0,0,0,0,0,0
1106,Bière De Mars,Bière de Garde - Farmhouse Ale,Jolly Pumpkin Artisan Ales,7.0,4.16,20,30,39,28,12,9,75,172,0,90,15,8,31,MI,US,f,Bière de Garde,0,0,0,0,0,0,0
1107,Perdition,Bière de Garde - Farmhouse Ale,Russian River Brewing Company,6.1,3.97,20,30,23,33,16,20,56,62,0,54,43,20,58,CA,US,f,Bière de Garde,0,0,0,0,0,0,0
1108,Biere De Norma,Bière de Garde - Farmhouse Ale,Hill Farmstead Brewery,7.0,4.41,20,30,31,25,12,14,93,136,0,70,21,12,49,VT,US,f,Bière de Garde,0,0,0,0,0,0,0
1111,Bière De Mars,Bière de Garde - Farmhouse Ale,Brewery Ommegang,6.5,3.89,20,30,45,37,16,27,77,156,2,102,64,33,49,NY,US,f,Bière de Garde,0,0,0,0,0,0,0
1112,Southampton Biere De Mars,Bière de Garde - Farmhouse Ale,Southampton Publick House,6.5,3.79,20,30,23,36,14,17,103,69,3,71,36,36,105,NY,US,f,Bière de Garde,0,0,0,0,0,0,0
1113,Jenlain Ambrée,Bière de Garde - Farmhouse Ale,Brasserie Duyck,7.5,3.76,20,30,16,47,18,29,121,37,0,47,34,15,100,,FR,f,Bière de Garde,0,0,0,0,0,0,0
1115,Reposé,Bière de Garde - Farmhouse Ale,Jester King Brewery,8.3,4.23,20,30,46,42,50,10,63,158,0,68,40,17,95,TX,US,f,Bière de Garde,0,0,0,0,0,0,0
1117,Castelain Blond Biere De Garde,Bière de Garde - Farmhouse Ale,Brasserie Castelain,6.4,3.89,20,30,36,41,26,19,101,62,2,63,40,15,88,,FR,f,Bière de Garde,0,0,0,0,0,0,0
1118,Grains Of Truth,Bière de Garde - Farmhouse Ale,Brewery Ommegang,5.2,3.96,20,30,24,40,17,31,67,38,1,57,68,43,168,NY,US,f,Bière de Garde,0,0,0,0,0,0,0
1119,Holiday Ale,Bière de Garde - Farmhouse Ale,Two Roads Brewing Company,7.3,3.72,20,30,10,38,11,16,77,21,1,26,21,34,102,CT,US,f,Bière de Garde,0,0,0,0,0,0,0
1120,Cuvée Des Jonquilles,Bière de Garde - Farmhouse Ale,Brasserie Au Baron,7.0,4.13,20,30,35,35,13,18,67,60,0,59,64,23,54,,FR,f,Bière de Garde,0,0,0,0,0,0,0
1121,Le Mort Vivant,Bière de Garde - Farmhouse Ale,Southern Star Brewing Company,6.55,3.58,20,30,8,48,21,33,80,58,0,62,43,12,65,TX,US,f,Bière de Garde,0,0,0,0,0,0,0
1123,Contemplation Ale,Bière de Garde - Farmhouse Ale,Brewery Vivant,6.5,3.69,20,30,25,31,15,27,121,56,0,58,73,34,100,MI,US,f,Bière de Garde,0,0,0,0,0,0,0
1124,Les Bière Des Sans Culottes,Bière de Garde - Farmhouse Ale,Brasserie La Choulette,7.0,4.04,20,30,39,52,24,29,80,61,2,62,68,18,83,,FR,f,Bière de Garde,0,0,0,0,0,0,0
1125,Jenlain Blonde,Bière de Garde - Farmhouse Ale,Brasserie Duyck,6.8,3.31,20,30,20,45,21,43,104,72,0,88,56,13,68,,FR,f,Bière de Garde,0,0,0,0,0,0,0
1126,Saint Landelin La Divine,Bière de Garde - Farmhouse Ale,Les Brasseurs de Gayant,8.5,3.75,20,30,13,39,19,14,83,41,0,44,32,17,71,,FR,f,Bière de Garde,0,0,0,0,0,0,0
1127,La-31 Acadie,Bière de Garde - Farmhouse Ale,Bayou Teche Brewery,6.0,3.41,20,30,20,32,17,23,62,38,2,35,33,17,68,LA,US,f,Bière de Garde,0,0,0,0,0,0,0
1128,Good Harbor Golden Ale,Bière de Garde - Farmhouse Ale,Leelanau Brewing Company,7.5,4.17,20,30,30,39,13,15,80,204,1,133,23,25,19,MI,US,f,Bière de Garde,0,0,0,0,0,0,0
1129,Le Woof,Bière de Garde - Farmhouse Ale,Off Color Brewing,7.8,3.84,20,30,18,39,25,17,83,89,2,87,40,30,60,IL,US,f,Bière de Garde,0,0,0,0,0,0,0
1130,Bellerose Biere Blonde Extra,Bière de Garde - Farmhouse Ale,Brasserie des Sources,6.5,3.87,20,30,31,34,20,46,76,81,1,83,68,34,42,,FR,f,Bière de Garde,0,0,0,0,0,0,0
1131,Southampton Biere De Garde,Bière de Garde - Farmhouse Ale,Southampton Publick House,7.2,3.9,20,30,31,45,26,20,125,103,0,94,51,25,97,NY,US,f,Bière de Garde,0,0,0,0,0,0,0
1132,Le Contrabassiste,Bière de Garde - Farmhouse Ale,Bell's Brewery - Eccentric Café & General Store,7.0,3.77,20,30,15,35,16,17,49,49,0,25,23,23,71,MI,US,f,Bière de Garde,0,0,0,0,0,0,0
1133,Rendezvous,Bière de Garde - Farmhouse Ale,"Lakefront Brewery, Inc.",7.2,3.62,20,30,18,59,30,35,93,59,0,66,53,24,74,WI,US,f,Bière de Garde,0,0,0,0,0,0,0
1134,Space Cowboy Country Ale,Bière de Garde - Farmhouse Ale,Oxbow Brewing Company,4.0,3.83,20,30,20,28,9,19,28,43,1,24,44,20,64,ME,US,f,Bière de Garde,0,0,0,0,0,0,0
1135,Smuttynose Smistletoe,Bière de Garde - Farmhouse Ale,Smuttynose Brewing Company,8.5,3.88,20,30,35,43,16,14,137,105,1,149,35,40,61,NH,US,f,Bière de Garde,0,0,0,0,0,0,0
1136,St. Amand,Bière de Garde - Farmhouse Ale,Brasserie Castelain,5.9,3.79,20,30,24,54,18,36,96,61,1,54,53,10,80,,FR,f,Bière de Garde,0,0,0,0,0,0,0
1137,La Choulette Ambrée,Bière de Garde - Farmhouse Ale,Brasserie La Choulette,8.0,3.96,20,30,20,40,37,27,120,58,2,65,34,24,100,,FR,f,Bière de Garde,0,0,0,0,0,0,0
1138,Oxtoberfest,Bière de Garde - Farmhouse Ale,Oxbow Brewing Company,5.5,3.84,20,30,7,19,5,7,16,15,0,10,14,31,38,ME,US,f,Bière de Garde,0,0,0,0,0,0,0
1139,Ch'Ti Blonde,Bière de Garde - Farmhouse Ale,Brasserie Castelain,6.4,3.54,20,30,22,38,21,36,70,57,3,54,51,9,60,,FR,f,Bière de Garde,0,0,0,0,0,0,0
1140,La Choulette De Noël,Bière de Garde - Farmhouse Ale,Brasserie La Choulette,7.0,3.85,20,30,16,51,15,13,121,41,0,59,23,39,83,,FR,f,Bière de Garde,0,0,0,0,0,0,0
1141,Jenlain Bière De Noël,Bière de Garde - Farmhouse Ale,Brasserie Duyck,6.8,3.56,20,30,14,36,12,22,86,42,0,54,34,31,64,,FR,f,Bière de Garde,0,0,0,0,0,0,0
1143,French Country Christmas Ale (Biere De Garde),Bière de Garde - Farmhouse Ale,Southampton Publick House,6.6,4.07,20,30,25,43,22,19,92,59,0,67,35,40,82,NY,US,f,Bière de Garde,0,0,0,0,0,0,0
1144,L'Ambrée D'Esquelbecq / Thiriez Amber,Bière de Garde - Farmhouse Ale,Brasserie Thiriez,5.8,3.91,20,30,29,45,8,34,92,73,1,71,63,35,69,,FR,f,Bière de Garde,0,0,0,0,0,0,0
1145,Biere De Garde,Bière de Garde - Farmhouse Ale,Casey Brewing & Blending,6.0,4.19,20,30,9,7,7,0,21,48,0,31,1,3,29,CO,US,f,Bière de Garde,0,0,0,0,0,0,0
1146,La Choulette Blonde,Bière de Garde - Farmhouse Ale,Brasserie La Choulette,7.5,3.69,20,30,23,43,29,16,99,94,0,76,33,27,49,,FR,f,Bière de Garde,0,0,0,0,0,0,0
1147,Bière De Garde,Bière de Garde - Farmhouse Ale,Choc Beer Co. / Pete's Place,7.0,3.83,20,30,23,52,17,13,111,78,5,99,27,30,96,OK,US,f,Bière de Garde,0,0,0,0,0,0,0
1148,A Bretter Day Biere De Mars Ale,Bière de Garde - Farmhouse Ale,Two Brothers Brewing Company,5.5,3.79,20,30,22,23,4,9,38,78,0,63,22,3,25,IL,US,f,Bière de Garde,0,0,0,0,0,0,0
1149,Jenlain Bière De Printemps,Bière de Garde - Farmhouse Ale,Brasserie Duyck,5.4,3.33,20,30,25,32,10,41,92,59,0,55,61,15,72,,FR,f,Bière de Garde,0,0,0,0,0,0,0
1150,Sah'Tea,Sahti - Farmhouse Ale,Dogfish Head Craft Brewery,9.0,3.92,0,0,5,35,26,16,60,28,0,38,68,78,43,DE,US,f,Sahti,0,0,0,0,0,0,0
1151,Bare Bear,Sahti - Farmhouse Ale,Off Color Brewing,7.0,3.84,0,0,7,37,19,16,81,26,0,43,39,46,131,IL,US,f,Sahti,0,0,0,0,0,0,0
1152,Sahati,Sahti - Farmhouse Ale,The Ale Apothecary,10.5,4.3,0,0,33,43,16,18,52,110,0,81,114,9,29,OR,US,f,Sahti,0,0,0,0,0,0,0
1153,Arctic Circle Ale,Sahti - Farmhouse Ale,Malmgårdin Panimo,7.3,3.95,0,0,9,56,30,38,122,37,0,55,58,29,144,,FI,f,Sahti,0,0,0,0,0,0,0
1154,Lammin Kataja Olut,Sahti - Farmhouse Ale,Lammin Sahti Oy,7.0,3.31,0,0,16,46,19,11,71,59,2,44,33,23,48,,FI,f,Sahti,0,0,0,0,0,0,0
1155,Lammin Sahtia,Sahti - Farmhouse Ale,Lammin Sahti Oy,7.5,3.52,0,0,41,41,20,13,62,113,3,72,41,19,31,,FI,f,Sahti,0,0,0,0,0,0,0
1156,Sahti Claws,Sahti - Farmhouse Ale,Parallel 49 Brewing Company,7.7,3.88,0,0,6,15,8,18,27,19,0,21,39,4,28,BC,CA,f,Sahti,0,0,0,0,0,0,0
1157,Prykmestar Savu Kataja,Sahti - Farmhouse Ale,Vakka-Suomen Panimo,9.0,3.95,0,0,7,27,13,17,41,7,3,9,11,74,51,,FI,f,Sahti,0,0,0,0,0,0,0
1158,Nordic Ale,Sahti - Farmhouse Ale,Castle Danger Brewery,5.0,3.68,0,0,0,2,0,0,2,0,0,0,1,2,4,MN,US,f,Sahti,0,0,0,0,0,0,0
1159,Barrel-Fermented Sahti,Sahti - Farmhouse Ale,Scratch Brewing Company,7.0,3.89,0,0,1,2,1,0,2,0,0,0,2,2,4,IL,US,f,Sahti,0,0,0,0,0,0,0
1160,Finlandia Sahti,Sahti - Farmhouse Ale,Finlandia Sahti Ky,8.0,3.56,0,0,7,18,9,12,61,20,0,25,17,6,19,,FI,f,Sahti,0,0,0,0,0,0,0
1161,Plumage,Sahti - Farmhouse Ale,Fonta Flora Brewery,7.2,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,NC,US,f,Sahti,0,0,0,0,0,0,0
1162,Sahti,Sahti - Farmhouse Ale,Scratch Brewing Company,7.7,4.17,0,0,1,6,0,1,0,1,0,0,8,0,3,IL,US,f,Sahti,0,0,0,0,0,0,0
1165,Unforgiven Ale,Sahti - Farmhouse Ale,Tempest Brewing Company,5.4,3.87,0,0,2,12,3,3,5,2,0,2,4,19,14,GB6,GB,f,Sahti,0,0,0,0,0,0,0
1166,Summer Sahti,Sahti - Farmhouse Ale,Vintage Brewing Company,5.4,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WI,US,f,Sahti,0,0,0,0,0,0,0
1168,#15 Modern Sahti,Sahti - Farmhouse Ale,Venn Brewing Co.,8.5,3.79,0,0,6,7,5,5,7,5,0,6,8,0,20,MN,US,f,Sahti,0,0,0,0,0,0,0
1169,Gesik,Sahti - Farmhouse Ale,HammerHeart Brewing Company,7.6,3.96,0,0,0,6,0,3,12,6,0,3,6,12,19,MN,US,f,Sahti,0,0,0,0,0,0,0
1170,Koduõlu,Sahti - Farmhouse Ale,Saku Brewery LTD,4.8,3.4,0,0,2,3,2,0,2,5,0,4,0,2,0,,EE,f,Sahti,0,0,0,0,0,0,0
1171,Caedmon'S Ale,Sahti - Farmhouse Ale,BS Brewing,5.5,3.89,0,0,0,0,0,0,0,0,0,0,0,0,0,TX,US,f,Sahti,0,0,0,0,0,0,0
1172,Koniec Swiata,Sahti - Farmhouse Ale,Browar Pinta,7.9,3.82,0,0,0,0,0,0,0,0,0,0,0,0,0,,PL,f,Sahti,0,0,0,0,0,0,0
1173,Hackapeli,Sahti - Farmhouse Ale,Goose Island Beer Co.,8.0,3.89,0,0,0,0,0,0,0,0,0,0,0,0,0,IL,US,f,Sahti,0,0,0,0,0,0,0
1174,Malmgård Jouluolut,Sahti - Farmhouse Ale,Malmgårdin Panimo,4.5,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,,FI,f,Sahti,0,0,0,0,0,0,0
1175,Jänis,Sahti - Farmhouse Ale,Beau's All Natural Brewing Company,7.0,3.75,0,0,1,1,1,1,3,1,0,2,3,0,2,ON,CA,f,Sahti,0,0,0,0,0,0,0
1176,Finlandia Strong Sahti,Sahti - Farmhouse Ale,Finlandia Sahti Ky,10.0,3.34,0,0,0,0,1,0,6,2,0,4,0,1,4,,FI,f,Sahti,0,0,0,0,0,0,0
1177,Drawing Down The Moon,Sahti - Farmhouse Ale,Batch Brewing Company,8.4,3.63,0,0,0,0,0,0,0,0,0,0,0,0,0,MI,US,f,Sahti,0,0,0,0,0,0,0
1180,Ode Etta Sahti,Sahti - Farmhouse Ale,MobCraft Beer,6.8,3.84,0,0,0,2,0,0,2,8,0,0,5,0,2,WI,US,f,Sahti,0,0,0,0,0,0,0
1181,"Jäinen Osmotar, Kahdeskymmenes Runo",Sahti - Farmhouse Ale,Sahtipaja,15.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,,SE,f,Sahti,0,0,0,0,0,0,0
1182,Joulupukki,Sahti - Farmhouse Ale,Vintage Brewing Company,6.8,3.56,0,0,0,0,0,0,3,1,0,1,7,1,5,WI,US,f,Sahti,0,0,0,0,0,0,0
1184,Sahti,Sahti - Farmhouse Ale,Dry River Brewing,8.5,3.71,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,US,f,Sahti,0,0,0,0,0,0,0
1185,Valhalla,Sahti - Farmhouse Ale,El Rancho Brewing Company,7.6,3.99,0,0,0,0,0,0,0,0,0,0,0,0,0,CO,US,f,Sahti,0,0,0,0,0,0,0
1187,Sah Dude,Sahti - Farmhouse Ale,Bar Hygge / Brewery Techne,5.0,3.83,0,0,0,4,1,0,4,1,1,1,2,0,2,PA,US,f,Sahti,0,0,0,0,0,0,0
1189,Sahti,Sahti - Farmhouse Ale,LaBEERint Brewery,8.5,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,,RU,f,Sahti,0,0,0,0,0,0,0
1191,Nordic Farmhouse,Sahti - Farmhouse Ale,Liquid Riot Bottling Company,6.3,3.71,0,0,0,0,0,0,0,0,0,0,0,0,0,ME,US,f,Sahti,0,0,0,0,0,0,0
1194,Anne Of Gruit Gables,Sahti - Farmhouse Ale,Refined Fool Brewing Co.,8.5,3.46,0,0,0,0,0,0,0,0,0,0,0,0,0,ON,CA,f,Sahti,0,0,0,0,0,0,0
1195,Sahti Fetish*,Sahti - Farmhouse Ale,Fetish Brewing Company,6.53,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,PA,US,f,Sahti,0,0,0,0,0,0,0
1196,Jelonki,Sahti - Farmhouse Ale,Browar Bazyliszek,9.0,3.36,0,0,0,0,0,0,0,0,0,0,0,0,0,,PL,f,Sahti,0,0,0,0,0,0,0
1197,Puhti Iv B,Sahti - Farmhouse Ale,Lammin Sahti Oy,7.0,3.82,0,0,0,0,0,0,0,0,0,0,0,0,0,,FI,f,Sahti,0,0,0,0,0,0,0
1200,Hennepin,Saison - Farmhouse Ale,Brewery Ommegang,7.7,4.18,20,38,25,27,23,28,39,59,1,76,43,48,37,NY,US,f,Saison,0,0,0,0,0,0,0
1202,Sofie,Saison - Farmhouse Ale,Goose Island Beer Co.,6.5,4.12,20,38,24,29,18,20,31,102,0,90,32,39,29,IL,US,f,Saison,0,0,0,0,0,0,0
1203,Saison Dupont,Saison - Farmhouse Ale,Brasserie Dupont sprl,6.5,4.21,20,38,30,39,12,25,22,55,3,44,47,23,19,,BE,f,Saison,0,0,0,0,0,0,0
1204,Saison-Brett,Saison - Farmhouse Ale,Boulevard Brewing Co.,8.5,4.31,20,38,45,44,29,43,72,144,3,108,72,47,43,MO,US,f,Saison,0,0,0,0,0,0,0
1206,Arthur,Saison - Farmhouse Ale,Hill Farmstead Brewery,6.0,4.38,20,38,48,35,14,29,59,172,6,123,51,27,30,VT,US,f,Saison,0,0,0,0,0,0,0
1207,Fantôme Saison,Saison - Farmhouse Ale,Brasserie Fantôme,8.0,4.33,20,38,28,41,14,18,66,113,1,103,27,46,32,,BE,f,Saison,0,0,0,0,0,0,0
1208,Saison Rue,Saison - Farmhouse Ale,Bruery Terreux,8.5,4.13,20,38,38,48,13,18,81,94,0,90,42,48,69,CA,US,f,Saison,0,0,0,0,0,0,0
