Unnamed: 0,name,original_style,brewery,abv,ave rating,min ibu,max ibu,astringency,body,alcohol,bitter,sweet,sour,salty,fruits,hoppy,spices,malty,state,country,retired,style,milk,old,dark,wild,pale,red,imperial
3996,The Double Magician,Ale Red - Irish,Short's Brewing Company,8.1,3.93,20,30,5,56,15,44,88,32,0,48,57,2,115,MI,US,f,Ale Red,0,0,0,0,0,1,0
3997,Lady Luck Imperial Red Ale,Ale Red - Irish,Karben4 Brewing,7.5,3.86,20,30,7,38,9,17,79,21,0,29,17,3,106,WI,US,f,Ale Red,0,0,0,0,0,1,0
4000,Celtic Ale,Ale Red - Irish,Long Ireland Beer Company,5.0,3.55,20,30,14,38,9,30,52,11,1,8,43,7,72,NY,US,f,Ale Red,0,0,0,0,0,1,0
4001,Newport Storm Spring Irish Red Ale,Ale Red - Irish,Newport Craft Brewing & Distilling Co.,5.0,3.6,20,30,30,47,10,56,43,5,0,3,68,15,88,RI,US,f,Ale Red,0,0,0,0,0,1,0
4002,Fire Chief Ale,Ale Red - Irish,Rock Bottom Restaurant & Brewery,5.5,3.59,20,30,24,43,6,56,39,38,0,34,82,7,83,,US,f,Ale Red,0,0,0,0,0,1,0
4003,Quinn'S Amber Ale,Ale Red - Irish,Wachusett Brewing Company,4.8,3.37,20,30,10,35,8,30,51,19,0,18,42,1,64,MA,US,f,Ale Red,0,0,0,0,0,1,0
4005,Murph'S Irish Red,Ale Red - Irish,Toppling Goliath Brewing Company,5.0,3.77,20,30,3,15,1,9,19,5,0,5,14,0,32,IA,US,f,Ale Red,0,0,0,0,0,1,0
4006,Red Head Red Ale,Ale Red - Irish,Dunedin Brewery,5.0,3.5,20,30,18,47,8,36,79,20,0,21,42,8,96,FL,US,f,Ale Red,0,0,0,0,0,1,0
4007,Hydraulion Red,Ale Red - Irish,Three Notch'd Brewing Company - Charlottesville Brewery & Restaurant,5.3,3.66,20,30,12,34,2,30,56,9,0,9,43,0,70,VA,US,f,Ale Red,0,0,0,0,0,1,0
4008,Rebel Red,Ale Red - Irish,Franciscan Well Micro Brewery,4.3,3.68,20,30,16,45,7,45,71,29,2,30,56,5,98,,IE,f,Ale Red,0,0,0,0,0,1,0
4009,Red Headed Step Child Irish Style Red Ale,Ale Red - Irish,Tall Tales Brewing Company,6.5,3.38,20,30,5,17,5,10,48,42,1,34,10,2,29,MD,US,f,Ale Red,0,0,0,0,0,1,0
4010,Irish Red Ale,Ale Red - Irish,Garrison Brewing Company,5.0,3.46,20,30,19,55,10,36,67,19,0,26,53,6,103,NS,CA,f,Ale Red,0,0,0,0,0,1,0
4011,Seamus' Irish Red Ale,Ale Red - Irish,Sly Fox Brewing Company,5.6,3.57,20,30,23,43,5,41,66,24,1,27,66,22,102,PA,US,f,Ale Red,0,0,0,0,0,1,0
4013,Rogue Farms Roguenbier Rye,Rye Beer - Roggenbier,Rogue Ales,5.5,3.54,10,20,22,57,10,36,57,21,0,21,68,68,121,OR,US,f,Rye,0,0,0,0,0,0,0
4014,Rasselbock,Rye Beer - Roggenbier,Goose Island Beer Co.,6.8,3.83,10,20,21,74,20,20,68,39,1,88,28,73,141,IL,US,f,Rye,0,0,0,0,0,0,0
4015,Roggenbier,Rye Beer - Roggenbier,Live Oak Brewing Company,4.8,3.9,10,20,11,36,11,16,36,40,0,27,17,19,96,TX,US,f,Rye,0,0,0,0,0,0,0
4016,Roggen,Rye Beer - Roggenbier,Apostelbräu,5.3,3.65,10,20,18,57,17,31,87,64,0,39,33,43,176,,DE,f,Rye,0,0,0,0,0,0,0
4017,Resurrection Roggenbier,Rye Beer - Roggenbier,Cameron's Brewing Co.,5.2,3.54,10,20,12,20,6,6,23,23,0,25,17,45,67,ON,CA,f,Rye,0,0,0,0,0,0,0
4019,Störtebeker Roggen-Weizen,Rye Beer - Roggenbier,Störtebeker Braumanufaktur,5.3,3.68,10,20,17,41,8,12,49,31,1,44,19,49,106,,DE,f,Rye,0,0,0,0,0,0,0
4020,Schlägl Bio-Roggen,Rye Beer - Roggenbier,Stiftsbrauerei Schlägl,4.9,3.62,10,20,26,47,9,35,45,30,1,31,55,46,123,,AT,f,Rye,0,0,0,0,0,0,0
4021,Roggenbier,Rye Beer - Roggenbier,Reuben's Brews,5.4,3.7,10,20,3,14,4,0,9,2,0,7,1,21,25,WA,US,f,Rye,0,0,0,0,0,0,0
4022,Thurn Und Taxis Roggen,Rye Beer - Roggenbier,Thurn Und Taxis Regensburg Gmbh Fürstliche Brauerei,5.3,3.87,10,20,27,47,7,15,41,28,2,32,16,40,86,,DE,f,Rye,0,0,0,0,0,0,0
4023,Schremser Roggen Bier,Rye Beer - Roggenbier,Brauerei Schrems,5.2,3.74,10,20,18,24,7,17,27,39,3,27,18,14,41,,AT,f,Rye,0,0,0,0,0,0,0
4025,Roggenbier,Rye Beer - Roggenbier,Real Ale Brewing Company,4.9,3.79,10,20,8,25,6,7,30,37,0,41,15,24,48,TX,US,f,Rye,0,0,0,0,0,0,0
4026,Norm Is A Son Of A Bitch,Rye Beer - Roggenbier,Spiteful Brewing,6.0,3.81,10,20,0,0,0,0,0,0,0,0,0,0,0,IL,US,f,Rye,0,0,0,0,0,0,0
4027,Tippy Toboggan,Rye Beer - Roggenbier,Vintage Brewing Company,6.9,3.91,10,20,5,7,2,9,6,4,0,1,9,8,17,WI,US,f,Rye,0,0,0,0,0,0,0
4028,Roggenbier,Rye Beer - Roggenbier,Iron Hill Brewery & Restaurant,6.4,4.12,10,20,2,30,1,6,21,10,0,17,7,32,54,,US,f,Rye,0,0,0,0,0,0,0
4029,838 Roggenbier,Rye Beer - Roggenbier,1940's Brewing Company,5.5,3.67,10,20,0,1,0,0,0,0,0,0,0,1,5,NY,US,f,Rye,0,0,0,0,0,0,0
4030,Crazy Jackass Ale,Rye Beer - Roggenbier,Sweetwater Tavern & Brewery,6.0,3.96,10,20,2,5,1,6,4,3,0,5,8,4,26,VA,US,f,Rye,0,0,0,0,0,0,0
4056,Crazy Jackass Ale,Rye Beer - Roggenbier,Sweetwater Tavern & Brewery,5.5,3.84,10,20,0,0,0,0,0,0,0,0,0,0,0,VA,US,f,Rye,0,0,0,0,0,0,0
4031,Rogg & Roll,Rye Beer - Roggenbier,Night Shift Brewing,4.7,3.98,10,20,2,11,0,3,20,4,0,15,10,4,27,MA,US,f,Rye,0,0,0,0,0,0,0
4032,Roggenschnizzle,Rye Beer - Roggenbier,The Bier Brewery,5.8,3.94,10,20,0,4,0,0,0,0,0,0,0,2,9,IN,US,f,Rye,0,0,0,0,0,0,0
4033,Roggenbier,Rye Beer - Roggenbier,DESTIHL Brewery,5.7,3.68,10,20,0,6,1,2,10,0,0,1,3,3,21,IL,US,f,Rye,0,0,0,0,0,0,0
4034,St. Otto Roggenbier,Rye Beer - Roggenbier,All Saints Brewing Company,5.6,3.69,10,20,1,3,6,1,20,10,0,11,1,4,27,PA,US,f,Rye,0,0,0,0,0,0,0
4035,Ryesurrection,Rye Beer - Roggenbier,Back Pew Brewing Company,5.6,3.73,10,20,0,0,0,0,0,0,0,0,0,0,0,TX,US,f,Rye,0,0,0,0,0,0,0
4037,Stryeation,Rye Beer - Roggenbier,Gneiss Brewing Company,5.3,4.01,10,20,0,1,0,0,0,4,0,1,0,1,2,ME,US,f,Rye,0,0,0,0,0,0,0
4038,Dunkelroggen,Rye Beer - Roggenbier,Real Ale Brewing Company,5.2,3.73,10,20,2,9,4,2,10,10,0,12,5,8,23,TX,US,f,Rye,0,0,0,0,0,0,0
4039,Winterroggen Rye Ale,Rye Beer - Roggenbier,Urban Chestnut Brewing Company - Midtown Brewery & Biergarten,5.5,3.81,10,20,2,6,2,8,4,5,0,12,4,17,22,MO,US,f,Rye,0,0,0,0,0,0,0
4040,Barbarossa,Rye Beer - Roggenbier,Brasserie Dieu du Ciel!,4.8,3.67,10,20,0,7,0,0,13,4,0,5,1,4,17,QC,CA,f,Rye,0,0,0,0,0,0,0
4041,Rapscallion'S Cousine,Rye Beer - Roggenbier,Yukon Brewing Company,6.5,3.99,10,20,1,7,5,3,10,7,1,10,4,6,29,YT,CA,f,Rye,0,0,0,0,0,0,0
4042,Orkiszowe,Rye Beer - Roggenbier,Browar Kormoran,5.1,3.36,10,20,0,0,0,0,0,0,0,0,0,0,0,,PL,f,Rye,0,0,0,0,0,0,0
4043,Roggen,Rye Beer - Roggenbier,Taps Fish House & Brewery,5.4,3.8,10,20,0,3,1,0,2,2,0,9,0,7,14,CA,US,f,Rye,0,0,0,0,0,0,0
4044,Roggen Weizen,Rye Beer - Roggenbier,Steel & Oak Brewing Co.,5.6,3.42,10,20,3,5,0,0,2,1,0,5,0,6,8,BC,CA,f,Rye,0,0,0,0,0,0,0
4045,Rye Halladay,Rye Beer - Roggenbier,Iron Hill Brewery & Restaurant,6.4,3.83,10,20,6,11,2,6,10,9,0,7,6,4,12,,US,f,Rye,0,0,0,0,0,0,0
4047,Roggen Bier,Rye Beer - Roggenbier,Mason's Brewing Company,4.5,3.84,10,20,0,0,0,0,1,0,0,0,0,2,7,ME,US,f,Rye,0,0,0,0,0,0,0
4048,Gams-Bart,Rye Beer - Roggenbier,Los Angeles Ale Works,5.2,3.82,10,20,0,0,0,0,0,0,0,0,0,0,0,CA,US,f,Rye,0,0,0,0,0,0,0
4049,Berliner Braunbier,Rye Beer - Roggenbier,Ardent Craft Ales,4.2,3.63,10,20,1,1,0,0,0,1,0,0,1,0,2,VA,US,f,Rye,0,0,0,0,0,0,0
4050,Roggenbier,Rye Beer - Roggenbier,Rapp Brewing Company,5.4,3.8,10,20,0,0,0,0,0,0,0,0,0,0,0,FL,US,f,Rye,0,0,0,0,0,0,0
4051,Restauro Rye Weizen,Rye Beer - Roggenbier,Mike Hess Brewing - Miramar,6.0,3.88,10,20,0,0,0,0,0,0,0,0,0,0,0,CA,US,f,Rye,0,0,0,0,0,0,0
4052,Roggen With The Devil,Rye Beer - Roggenbier,Greenpoint Beer & Ale Company,5.3,3.74,10,20,0,0,0,0,0,0,0,0,0,0,0,NY,US,f,Rye,0,0,0,0,0,0,0
4053,Roggen Roll Ale,Rye Beer - Roggenbier,Schoppe Bräu,7.0,3.24,10,20,0,0,0,0,0,0,0,0,0,0,0,,DE,f,Rye,0,0,0,0,0,0,0
4054,Roggenbier,Rye Beer - Roggenbier,Flossmoor Station Restaurant & Brewery,5.25,3.61,10,20,0,0,0,0,0,0,0,0,0,0,0,IL,US,f,Rye,0,0,0,0,0,0,0
4055,Rail Grab German Rye,Rye Beer - Roggenbier,Rip Current Brewing,5.25,3.85,10,20,0,0,0,0,0,0,0,0,0,0,0,CA,US,f,Rye,0,0,0,0,0,0,0
4057,Apetyt Na Zycie,Rye Beer - Roggenbier,Browar Pinta,5.0,3.4,10,20,1,10,3,1,4,3,0,5,4,1,9,,PL,f,Rye,0,0,0,0,0,0,0
4059,Roggenbier,Rye Beer - Roggenbier,The Bruery,5.6,4.0,10,20,0,0,0,0,0,0,0,0,0,0,0,CA,US,f,Rye,0,0,0,0,0,0,0
4060,Jolly Roggen,Rye Beer - Roggenbier,Roundabout Brewery,5.1,3.71,10,20,0,0,0,0,0,0,0,0,0,0,0,PA,US,f,Rye,0,0,0,0,0,0,0
4062,Smoked Roggen,Rye Beer - Roggenbier,Day Block Brewing Company,6.2,3.24,10,20,0,0,0,0,0,0,0,0,0,0,0,MN,US,f,Rye,0,0,0,0,0,0,0
4063,Red'S Rye Ipa,Rye Beer,Founders Brewing Company,6.6,4.2,10,80,6,22,7,36,30,16,0,15,52,27,85,MI,US,f,Rye,0,0,0,0,0,0,0
4065,Hop Rod Rye,Rye Beer,Bear Republic Brewing Co.,8.0,4.24,10,80,11,51,19,66,47,28,0,27,107,40,132,CA,US,f,Rye,0,0,0,0,0,0,0
4066,Rye-On-Rye,Rye Beer,Boulevard Brewing Co.,12.0,4.25,10,80,11,52,102,18,71,14,1,19,11,28,161,MO,US,f,Rye,0,0,0,0,0,0,0
4067,Cane And Ebel,Rye Beer,Two Brothers Brewing Company,7.0,4.1,10,80,16,39,17,48,59,22,0,28,59,24,101,IL,US,f,Rye,0,0,0,0,0,0,0
4068,Kind Ryed Ipa,Rye Beer,Otter Creek Brewing,6.5,4.06,10,80,12,27,3,75,31,41,0,44,116,23,81,VT,US,f,Rye,0,0,0,0,0,0,0
4070,Full Moon Pale Rye Ale,Rye Beer,Real Ale Brewing Company,5.6,3.73,10,80,10,48,8,58,39,39,0,42,71,13,111,TX,US,f,Rye,0,0,0,0,0,0,0
4071,Sky High Rye,Rye Beer,Arcadia Brewing Company,6.0,3.72,10,80,20,37,9,64,41,64,0,76,100,36,120,MI,US,f,Rye,0,0,0,0,0,0,0
4072,Rastafarye Ale,Rye Beer,Blue Point Brewing Company,7.5,3.76,10,80,18,37,4,43,52,18,0,38,73,24,99,NY,US,f,Rye,0,0,0,0,0,0,0
4074,Smuttynose Rhye Ipa,Rye Beer,Smuttynose Brewing Company,6.8,3.94,10,80,16,54,11,54,42,55,0,62,74,39,119,NH,US,f,Rye,0,0,0,0,0,0,0
4076,Kentucky Ryed Chiquen,Rye Beer,Against The Grain Brewery & Smokehouse,8.6,3.68,10,80,20,51,83,20,40,25,0,20,26,34,171,KY,US,f,Rye,0,0,0,0,0,0,0
4077,Six (#6),Rye Beer,Upright Brewing Company,6.7,3.87,10,80,28,92,13,55,116,54,0,77,62,49,175,OR,US,f,Rye,0,0,0,0,0,0,0
4078,Rye P.A. Hatter,Rye Beer,New Holland Brewing Company,6.5,3.8,10,80,22,65,13,68,59,58,0,65,114,39,139,MI,US,f,Rye,0,0,0,0,0,0,0
4079,Viva Habanera,Rye Beer,Night Shift Brewing,7.0,3.76,10,80,13,28,32,19,61,26,0,30,19,89,61,MA,US,f,Rye,0,0,0,0,0,0,0
4080,Daymark,Rye Beer,Rising Tide Brewing Company,5.5,3.9,10,80,40,32,7,65,22,62,4,72,117,27,103,ME,US,f,Rye,0,0,0,0,0,0,0
4081,Rye On Rye On Rye,Rye Beer,Boulevard Brewing Co.,14.0,4.34,10,80,8,42,75,15,69,15,0,39,13,33,114,MO,US,f,Rye,0,0,0,0,0,0,0
4082,Scarlett Red Rye,Rye Beer,Speakeasy Ales & Lagers,5.5,3.71,10,80,17,49,6,32,56,18,0,21,46,24,133,CA,US,f,Rye,0,0,0,0,0,0,0
4084,Rye Wyne Ale,Rye Beer,Brau Brothers Brewing Co. LLC,9.0,4.2,10,80,14,81,101,31,123,39,0,70,20,52,170,MN,US,f,Rye,0,0,0,0,0,0,0
4085,Red Rye Returning,Rye Beer,Carton Brewing Company,6.5,3.88,10,80,18,52,8,70,52,33,2,41,101,34,128,NJ,US,f,Rye,0,0,0,0,0,0,0
4087,Guinness Rye Pale Ale,Rye Beer,Guinness Ltd.,5.0,3.55,10,80,27,40,5,42,35,32,0,39,62,33,107,,IE,f,Rye,0,0,0,0,0,0,0
4088,Westside Rye,Rye Beer,Boulevard Brewing Co.,5.2,3.54,10,80,26,50,11,35,45,30,2,31,46,27,141,MO,US,f,Rye,0,0,0,0,0,0,0
4089,India Red Rye Ale,Rye Beer,Stoneface Brewing Co.,6.0,4.08,10,80,12,50,10,72,40,28,1,34,103,30,124,NH,US,f,Rye,0,0,0,0,0,0,0
4091,Ryeway To Heaven,Rye Beer,Revolution Brewing,15.8,4.34,10,80,9,59,71,12,95,19,0,42,6,50,134,IL,US,f,Rye,0,0,0,0,0,0,0
4092,Dock Street Rye Ipa,Rye Beer,Dock Street Brewery & Restaurant,6.8,3.97,10,80,19,36,5,82,20,27,0,25,117,27,93,PA,US,f,Rye,0,0,0,0,0,0,0
4093,Hayride Autumn Ale,Rye Beer,Baxter Brewing Co.,6.6,3.71,10,80,17,61,13,71,75,66,1,74,91,79,138,ME,US,f,Rye,0,0,0,0,0,0,0
4094,Rowdy Hop-Forward Rye Ale,Rye Beer,Atlas Brew Works,6.2,3.66,10,80,13,34,8,40,32,11,0,8,63,26,116,DC,US,f,Rye,0,0,0,0,0,0,0
4095,Salmon Fly Honey Rye,Rye Beer,Madison River Brewing Company,5.6,3.36,10,80,18,41,6,34,99,27,1,23,47,22,177,MT,US,f,Rye,0,0,0,0,0,0,0
4096,Local Buzz,Rye Beer,Four Corners Brewing Company,5.4,3.56,10,80,15,24,4,9,53,10,0,5,17,8,98,TX,US,f,Rye,0,0,0,0,0,0,0
4097,Red Ryeot,Rye Beer,La Cumbre Brewing Co.,6.5,4.05,10,80,16,56,12,75,60,30,1,32,90,26,164,NM,US,f,Rye,0,0,0,0,0,0,0
4098,Riot Rye,Rye Beer,Monocacy Brewing Co.,6.2,3.98,10,80,18,45,10,60,53,57,0,65,83,31,112,MD,US,f,Rye,0,0,0,0,0,0,0
4099,Rye Ipa,Rye Beer,Black Market Brewing Co.,7.5,3.73,10,80,17,31,7,67,27,46,0,57,89,18,75,CA,US,f,Rye,0,0,0,0,0,0,0
4100,Kal-Haven Ale,Rye Beer,Bell's Brewery - Eccentric Café & General Store,7.0,3.93,10,80,27,26,6,10,51,113,0,65,30,20,79,MI,US,f,Rye,0,0,0,0,0,0,0
4101,River Ryed,Rye Beer,Sierra Nevada Brewing Co.,6.0,3.82,10,80,16,34,4,44,17,34,2,38,88,45,86,CA,US,f,Rye,0,0,0,0,0,0,0
4102,Rpa (Rye Pale Ale),Rye Beer,Cameron's Brewing Co.,6.6,4.06,10,80,22,55,18,101,71,77,2,98,139,43,163,ON,CA,f,Rye,0,0,0,0,0,0,0
4103,Lakefire Rye Pale Ale,Rye Beer,Grapevine Craft Brewery,5.2,3.41,10,80,10,31,4,20,19,13,0,12,32,11,73,TX,US,f,Rye,0,0,0,0,0,0,0
4105,Stickin' In My Ipa,Rye Beer,Champion Brewing Company,7.0,3.79,10,80,13,34,4,64,41,35,2,36,99,23,80,VA,US,f,Rye,0,0,0,0,0,0,0
4106,Light In The Window,Rye Beer,Burlington Beer Co.,5.9,4.06,10,80,18,26,8,49,32,61,4,78,63,34,69,VT,US,f,Rye,0,0,0,0,0,0,0
4107,Bonfire Rye,Rye Beer,Sebago Brewing Company,5.7,3.79,10,80,16,47,3,77,32,22,0,25,111,35,103,,US,f,Rye,0,0,0,0,0,0,0
4108,Righteous Ale - Barrel-Aged,Rye Beer,Sixpoint Brewery,10.5,4.17,10,80,20,72,86,47,94,29,0,45,63,65,213,NY,US,f,Rye,0,0,0,0,0,0,0
4109,Saucy Intruder,Rye Beer,Black Acre Brewing Co.,7.2,4.07,10,80,19,28,4,52,29,39,0,50,72,25,76,IN,US,f,Rye,0,0,0,0,0,0,0
4111,Improved Old Fashioned,Rye Beer,Brooklyn Brewery,12.8,4.14,10,80,11,75,93,73,100,79,0,106,87,138,146,NY,US,f,Rye,0,0,0,0,0,0,0
4112,Bridal Veil Rye Pale Ale,Rye Beer,Telluride Brewing Co.,5.5,3.81,10,80,21,32,8,72,26,45,1,53,96,27,103,CO,US,f,Rye,0,0,0,0,0,0,0
4113,Backwoods Bastard,Ale - Scotch,Founders Brewing Company,11.2,4.38,25,35,1,41,84,21,76,13,0,26,15,36,102,MI,US,f,Ale,0,0,0,0,0,0,0
4114,Dirty Bastard,Ale - Scotch,Founders Brewing Company,8.5,4.07,25,35,6,44,38,31,63,10,0,20,42,15,84,MI,US,f,Ale,0,0,0,0,0,0,0
4115,Old Chub - Scottish Style Ale,Ale - Scotch,Oskar Blues Grill & Brew,8.0,4.04,25,35,6,57,23,39,78,22,0,35,21,16,104,CO,US,f,Ale,0,0,0,0,0,0,0
4116,Skull Splitter,Ale - Scotch,Orkney Brewery,8.5,4.11,25,35,7,43,54,30,100,26,0,56,39,23,88,GB6,GB,f,Ale,0,0,0,0,0,0,0
4117,Scotty Karate Scotch Ale,Ale - Scotch,Dark Horse Brewing Company,9.75,4.05,25,35,4,57,50,28,88,11,0,43,17,15,86,MI,US,f,Ale,0,0,0,0,0,0,0
4118,Wulver,Ale - Scotch,Thirsty Dog Brewing Company,12.0,4.38,25,35,11,61,112,21,111,22,1,55,9,30,140,OH,US,f,Ale,0,0,0,0,0,0,0
4120,Rum Cask Oak Aged Beer,Ale - Scotch,Innis & Gunn,6.8,3.87,25,35,3,33,67,16,62,6,0,24,15,23,49,GB6,GB,f,Ale,0,0,0,0,0,0,0
4121,Wee Heavy,Ale - Scotch,AleSmith Brewing Company,10.0,4.19,25,35,6,40,61,30,98,10,0,34,32,17,100,CA,US,f,Ale,0,0,0,0,0,0,0
4122,Traquair House Ale,Ale - Scotch,Traquair House Brewery,7.2,4.17,25,35,9,44,27,22,79,24,2,56,28,11,87,GB6,GB,f,Ale,0,0,0,0,0,0,0
4125,Wee Heavy,Ale - Scotch,Belhaven Brewery Company Ltd.,6.5,4.09,25,35,11,46,25,18,83,13,0,15,24,13,93,GB6,GB,f,Ale,0,0,0,0,0,0,0
4126,Brewer'S Reserve Bourbon Barrel Scotch Ale,Ale - Scotch,Central Waters Brewing Co.,12.0,4.28,25,35,5,56,96,21,84,10,0,39,10,41,107,WI,US,f,Ale,0,0,0,0,0,0,0
4127,Traquair Jacobite,Ale - Scotch,Traquair House Brewery,8.0,4.18,25,35,4,57,37,32,82,19,0,52,65,20,97,GB6,GB,f,Ale,0,0,0,0,0,0,0
4129,Kilt Lifter Scotch Ale,Ale - Scotch,Moylan's Brewery,8.0,3.75,25,35,4,36,23,22,67,17,3,27,23,14,93,CA,US,f,Ale,0,0,0,0,0,0,0
4132,Jinx,Ale - Scotch,Magic Hat Brewing Company,6.3,3.76,25,35,9,47,18,15,56,11,0,14,15,39,66,VT,US,f,Ale,0,0,0,0,0,0,0
4133,Équinoxe Du Printemps,Ale - Scotch,Brasserie Dieu du Ciel!,9.5,3.93,25,35,13,67,59,31,217,29,0,61,54,28,189,QC,CA,f,Ale,0,0,0,0,0,0,0
4135,Smuttynose Scotch Style Ale (Big Beer Series),Ale - Scotch,Smuttynose Brewing Company,8.2,4.02,25,35,8,54,43,18,92,16,1,26,17,48,117,NH,US,f,Ale,0,0,0,0,0,0,0
4136,Pike Kilt Lifter Scotch Style Ale,Ale - Scotch,Pike Brewing Company,6.5,3.61,25,35,8,34,24,30,39,11,0,15,46,13,72,WA,US,f,Ale,0,0,0,0,0,0,0
4137,Wee Heavy Scotch Style Ale,Ale - Scotch,The Duck-Rabbit Craft Brewery,8.0,3.93,25,35,7,55,57,11,81,31,0,39,20,1,96,NC,US,f,Ale,0,0,0,0,0,0,0
4139,Scotch De Silly,Ale - Scotch,Brasserie de Silly S.A.,8.0,3.76,25,35,10,56,65,35,126,39,0,60,50,12,95,,BE,f,Ale,0,0,0,0,0,0,0
4140,Wee Heavy - Barrel-Aged,Ale - Scotch,AleSmith Brewing Company,9.5,4.32,25,35,8,80,123,11,93,16,0,30,11,35,171,CA,US,f,Ale,0,0,0,0,0,0,0
4143,Drafty Kilt Scotch Ale,Ale - Scotch,Monday Night Brewing,7.2,3.88,25,35,6,36,27,32,55,10,0,24,33,28,90,GA,US,f,Ale,0,0,0,0,0,0,0
4144,Snow & Tell,Ale - Scotch,Boulevard Brewing Co.,6.3,3.66,25,35,7,36,11,16,46,5,0,9,19,20,85,MO,US,f,Ale,0,0,0,0,0,0,0
4145,Iron Thistle,Ale - Scotch,Rahr & Sons Brewing Company,7.0,3.87,25,35,14,67,41,64,97,18,2,36,59,23,126,TX,US,f,Ale,0,0,0,0,0,0,0
4146,Wet Willy Scotch Ale,Ale - Scotch,New England Brewing Co.,10.0,3.93,25,35,12,66,73,17,122,26,1,39,15,18,103,CT,US,f,Ale,0,0,0,0,0,0,0
4147,Sheep Shagger Scotch Ale,Ale - Scotch,Tyranena Brewing Company,7.5,4.0,25,35,5,64,39,23,73,8,1,13,32,16,109,WI,US,f,Ale,0,0,0,0,0,0,0
4148,Wee Heavy-Er Scotch Style Ale,Ale - Scotch,French Broad River Brewing,7.0,3.59,25,35,13,62,32,23,110,33,0,37,25,13,113,NC,US,f,Ale,0,0,0,0,0,0,0
4149,Gravedigger Billy,Ale - Scotch,Revolution Brewing,13.2,4.28,25,35,7,47,98,20,89,9,2,21,5,39,118,IL,US,f,Ale,0,0,0,0,0,0,0
4151,Ol' Red Cease & Desist Wee Heavy Ale,Ale - Scotch,Erie Brewing Co.,10.1,3.52,25,35,8,43,38,15,106,29,1,56,30,7,107,PA,US,f,Ale,0,0,0,0,0,0,0
4152,Salty Scot,Ale - Scotch,Parallel 49 Brewing Company,7.5,3.94,25,35,10,37,26,11,125,8,47,23,7,3,127,BC,CA,f,Ale,0,0,0,0,0,0,0
4153,Shaggin' In The Wood,Ale - Scotch,Tyranena Brewing Company,7.55,4.06,25,35,7,68,75,21,70,5,0,6,27,38,151,WI,US,f,Ale,0,0,0,0,0,0,0
4154,Maple Scotch-Style Ale,Ale - Scotch,Sierra Nevada Brewing Co.,7.3,3.82,25,35,18,46,39,25,145,11,0,8,41,10,161,CA,US,f,Ale,0,0,0,0,0,0,0
4155,Heavy Horse Scotch Ale,Ale - Scotch,Big Sky Brewing Company,6.7,3.8,25,35,12,61,30,28,111,25,0,41,37,14,119,MT,US,f,Ale,0,0,0,0,0,0,0
4157,Bancreagie Peated Scotch Ale,Ale - Scotch,Brau Brothers Brewing Co. LLC,7.6,3.65,25,35,9,38,36,24,60,21,0,22,50,50,95,MN,US,f,Ale,0,0,0,0,0,0,0
4158,Magnificent Bastard Scotch Ale,Ale - Scotch,Silver City Brewing Co. / Silver City Restaurant & Ale House,9.2,4.07,25,35,10,56,51,38,76,18,0,30,31,46,83,WA,US,f,Ale,0,0,0,0,0,0,0
4159,Kilt Flasher,Ale - Scotch,Devils Backbone Brewing Company,8.0,3.75,25,35,8,40,40,19,72,20,0,21,21,16,103,VA,US,f,Ale,0,0,0,0,0,0,0
4160,Louie'S Reserve Scotch Ale,Ale - Scotch,Lake Louie Brewery Company,10.0,4.13,25,35,13,89,64,33,104,33,0,33,39,27,130,WI,US,f,Ale,0,0,0,0,0,0,0
4161,Outta Kilter,Ale - Scotch,Hoppin' Frog Brewery,8.2,3.76,25,35,7,59,43,35,137,47,0,76,50,15,128,OH,US,f,Ale,0,0,0,0,0,0,0
4163,Robert The Bruce,Ale - Scottish,3 Floyds Brewing Co.,6.5,3.89,9,25,9,58,20,31,86,8,0,18,28,14,135,IN,US,f,Ale,0,0,0,0,0,0,0
4168,Kilt Lifter Scottish Style Ale,Ale - Scottish,Four Peaks Brewing Company - 8th Street Brewery,6.0,3.72,9,25,10,27,13,20,57,3,0,15,18,10,69,AZ,US,f,Ale,0,0,0,0,0,0,0
4169,Railbender Ale,Ale - Scottish,Erie Brewing Co.,6.8,3.67,9,25,5,40,19,24,94,13,2,26,22,6,103,PA,US,f,Ale,0,0,0,0,0,0,0
4170,Hibernator,Ale - Scottish,Long Trail Brewing Co.,6.0,3.68,9,25,7,42,20,23,61,17,0,21,31,13,131,VT,US,f,Ale,0,0,0,0,0,0,0
4171,Wee Mac,Ale - Scottish,Sun King Brewing Company,5.3,3.59,9,25,7,28,4,10,42,8,0,10,16,7,72,IN,US,f,Ale,0,0,0,0,0,0,0
4172,Dark Island,Ale - Scottish,Orkney Brewery,4.6,3.99,9,25,14,62,5,29,66,31,0,34,18,7,72,GB6,GB,f,Ale,0,0,0,0,0,0,0
4174,St. Andrew'S Ale,Ale - Scottish,Belhaven Brewery Company Ltd.,4.6,3.86,9,25,12,40,10,21,47,29,0,29,43,12,64,GB6,GB,f,Ale,0,0,0,0,0,0,0
4175,Jolly Scot Scottish Ale,Ale - Scottish,Appalachian Brewing Company,5.2,3.56,9,25,14,52,13,37,68,14,2,14,37,17,113,PA,US,f,Ale,0,0,0,0,0,0,0
4176,Sláinte,Ale - Scottish,Central Waters Brewing Co.,7.5,3.88,9,25,6,59,28,39,80,14,0,30,40,22,116,WI,US,f,Ale,0,0,0,0,0,0,0
